,Author,Quotes,Likes,Tags
14,"Steve Maraboli,",“With one kind gesture you can change a life. One person at a time you can change the world. One day at a time we can change everything.”,27,"['change,', 'compassion,', 'inspirational,', 'kind-gesture,', 'kindness,', 'life,', 'motivational']"
15,"Steve  Pemberton,","“Whenever we take a stand, we invite others who are siting on the sidelines to join us.”",27,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
16,"Steve Maraboli,","“Each day gives the opportunity for you to be treated right, to feel worthy, and to be successful. It’s a choice you have to make, a faith you have to embrace, and a standard you have to set.”",24,"['carpe-diem,', 'faith,', 'inspirational,', 'life,', 'motivational,', 'success,', 'truth']"
17,"Steve Maraboli,",“Intent without dedicated action is simply not enough. Action without a clear intent is a waste. It is when these two powerful forces are aligned that the energy of the universe conspires in your favor.”,23,"['action,', 'inspirational,', 'intent,', 'motivational,', 'success']"
18,"Steve Maraboli,",“You are the point of origin for everything in your world: you set the standard for yourself.”,22,"['happiness,', 'inspirational,', 'life,', 'motivational,', 'point-of-origin,', 'standard,', 'success,', 'world']"
19,"Steve Maraboli,",“The time has come to harness the blessed power within us and to use it to transcend from our current existence into a more empowered reality.”,21,"['blessings,', 'inspirational,', 'life,', 'motivational,', 'self-empowerment,', 'success']"
20,Michelle D. Rosado,"“When someone who is suffering looks to you for compassion, it's indeed a blessing; you are chosen to be their Light in a moment of sorrow.”",21,"['inspirational,', 'motivational']"
21,"Jentezen Franklin,","“We need to send our words out in the direction we want them to go. In other words, we need to start talking victory when we’re staring at defeat. We need to start talking healing when we’re feeling sick. We need to start blessing and prosperity when we don’t have anything. We need to speak about marching when we feel like quitting.”",20,"['inspirational,', 'motivational']"
22,John Paul Warren,“I would rather live short and right then long and wrong.”,20,"['austin-texas,', 'church,', 'conferences,', 'john-paul-warren,', 'john-warren,', 'motivational,', 'pastor-john-warren,', 'speaker,', 'voice-of-the-nations']"
23,Saint Jerome,"“The face is the mirror of the mind, and eyes without speaking confess the secrets of the heart.”",17,['motivational']
24,"Steve Maraboli,","“We need more than just the Law of Attraction. We need to connect with its more successful twin, the Law of Generosity. And further entwine ourselves with their parent; the Law of Love.”",17,"['happiness,', 'inspirational,', 'law-of-attraction,', 'law-of-generosity,', 'law-of-love,', 'life,', 'love,', 'motivational,', 'success']"
25,"Stephen Richards,",“There are two things essential if you want to enhance your Jedi self-confidence:,15,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
26,Harold Geneen,“Uncertainty will always be part of the taking charge process.”,14,['motivational']
27,"Steve Maraboli,",“You would not be here TODAY if YESTERDAY was your defining moment. LIVE THIS DAY and move towards your dreams.”,14,"['dreams,', 'happiness,', 'inspirational,', 'life,', 'live,', 'moment,', 'motivational,', 'move,', 'success,', 'this-day,', 'today,', 'yesterday']"
28,John Paul Warren,“Every great leader can take you back to a defining moment when they decided to lead”,12,"['christian,', 'leadership,', 'motivational']"
29,Steven Aitchison,"“Never engage in gossip, it kills your soul, and wounds another’s heart”",9,"['gossip,', 'inspirational,', 'motivational']"
0,"Suzy Kassem,",“Sometimes we have to soak ourselves in the tears and fears of the past to water our future gardens.”,68,"['aging,', 'ambitions,', 'burden,', 'confront-fears,', 'dreams,', 'drive,', 'face-fear,', 'face-fears,', 'failure,', 'fear,', 'fears,', 'forget,', 'future,', 'gardens,', 'goals,', 'grief,', 'growing,', 'growth,', 'history,', 'improvement,', 'inspiration,', 'life,', 'life-philosophy,', 'living,', 'memory,', 'mindset,', 'motivation,', 'motivational,', 'pain,', 'past,', 'perseverance,', 'self-improvement,', 'strength,', 'success,', 'success-quotes,', 'suzy-kassem,', 'tears,', 'tomorrow,', 'wisdom,', 'wise']"
1,"Patrick Ness,","“You be as angry as you need to be,"" she said. ""Don't let anyone tell you otherwise. Not your grandma, not your dad, no one. And if you need to break things, then by God, you break them good and hard.""",56,"['anger,', 'motivational']"
2,"Anthony Robbins,","“A real decision is measured by the fact that you've taken a new action. If there's no action, you haven't truly decided.”",42,"['inspirational,', 'motivational,', 'success']"
3,"Stephen Richards,",“The difference between being mediocre and achieving excellence is you.”,41,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
4,"Stephen Richards,",“A failure is always in the passenger seat in his or her life.”,39,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
5,Stacy Verdick Case,“Pursue your goal. Opinions be damned.”,35,"['goals,', 'inspirational,', 'motivational,', 'opinions,', 'self-realization']"
6,W.H. Murray The Scottish Himalayan Expedition,"“Until one is committed there is hesitancy, the chance to draw back, always ineffectiveness. Concerning all acts of initative or creation, there is one elementary truth...that the moment one definitely commits oneself, then Providence moves. too. All sorts of things occur to help one that would otherwise never have occurred. A whole stream of events issues from the decision, raising in ones's favor all manner of incidents and meetings and material assistance which no man would have believed would have come his way.",35,"['inspiration,', 'motivational']"
7,"Steve Maraboli,","“At any given point you can release your greatest self. Don’t let anyone hold you back. Don’t let anyone dilute you. Don’t be peer pressured into being less than you are. People willing to dilute themselves for the sake of others is one of the great tragedies of our time. Stop letting others define and set the pace for your life. Get out there and be your best. Do your best. Live your best. Make every day count and you’ll see how exponentially more exciting, thrilling, successful, happy and full your life will be.”",33,"['dilute,', 'greatest-self,', 'inspirational,', 'life,', 'motivational,', 'peer-pressure,', 'success']"
8,"Stephen Richards,","“A Master Jedi feels emotions, but they do not allow them to influence their reasoning. Yoda told Luke that he would know the good from the bad when he was 'calm, at peace.”",26,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
9,"Arnold Schwarzenegger,","“The difference between those who adapted and those who didn't, Gorton said, was a willingness to totally commit.”",26,"['commitment,', 'fitness,', 'motivational,', 'politics']"
10,Sanhita Baruah,“You will never get everything in life but you will get enough.”,23,"['contentment,', 'enough,', 'everything,', 'faith,', 'feel-good,', 'future,', 'gift-of-life,', 'gifts-from-heaven,', 'happy,', 'inspirational,', 'life,', 'life-is-good,', 'love,', 'motivational,', 'move-on,', 'past,', 'present,', 'satisfaction,', 'smile']"
11,"Stephen Richards,","“Certain situations need a Jedi-like approach. One of these is when you are in a strange environment, usually where you feel unsure of yourself. You would be surprised how, if you walk with confidence and meaning, people will see this as a mark of confidence, yet you are perhaps shaking inside but outwardly you have the gait of a confident Jedi Knight.”",22,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
12,"Steve Maraboli,",“It's not always what we don't know that gets in our way; sometimes it's what we think we know that keeps us from learning.”,19,"['inspirational,', 'knowledge,', 'learning,', 'life,', 'motivational,', 'success']"
13,"Amit Kalantri,","“Music shouldn't be just a tune, it should be a touch.”",18,"['adage,', 'advertisement,', 'album,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'artist,', 'background-music,', 'background-score,', 'band,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'characters,', 'concert,', 'creative-writing,', 'drums,', 'essay,', 'guitar,', 'inspirational,', 'instruments,', 'knowledge,', 'melody,', 'michael-jackson,', 'motivational,', 'movie,', 'movie-dialogue,', 'movies,', 'music,', 'music-director,', 'music-industry,', 'music-quotes,', 'musicians,', 'novel-writing,', 'philosophy,', 'playing,', 'pop,', 'proverbs,', 'public-speaking,', 'quotes,', 'rhetoric,', 'rock,', 'script,', 'script-writing,', 'scriptwriting,', 'singer,', 'singing,', 'song,', 'soul,', 'sound,', 'speech,', 'speechwriting,', 'story,', 'tag-lines,', 'touch,', 'tune,', 'vocal,', 'wisdom,', 'writing']"
14,"Leonardo da Vinci,","“If the painter wishes to see beauties that charm him, it lies in his power to create them, and if he wishes to see monstrosities that are frightful, ridiculous, or truly pitiable, he is lord and God thereof.”",17,"['art,', 'beauty,', 'creativity,', 'motivational']"
15,"E.A. Bucchianeri,","“When in doubt, throw doubt out and have a little faith....”",16,"['believe,', 'courage,', 'doubt,', 'doubts,', 'faith,', 'gadfly,', 'have-faith,', 'inspirational,', 'inspirational-attitude,', 'keep-faith,', 'keep-going,', 'keeping-the-faith,', 'motivational,', 'mustard-seed,', 'strength,', 'strength-through-adversity,', 'uncertainty']"
16,"Santosh Avvannavar,",“Love is perhaps the only emotions that is boundless”,16,"['inspirational-life,', 'motivational,', 'self-awareness']"
17,"ياسر حارب,",“ننامُ كثيرا أفلا نحلمُ قليلا”,15,['motivational']
18,"Dr. C. Moorer,",“One often has to do what they have to do in order to do what they want to do; however if you only do what you want to do then you will never do what you have to do!”,13,"['failure,', 'faith,', 'hope,', 'inspirational,', 'motivational,', 'promise,', 'success']"
19,"Ogwo David Emenike,","“To be happy, you have to risk being unhappy.”",13,"['happiness,', 'happy,', 'inspirational,', 'motivational,', 'unhappiness,', 'unhappy']"
20,Sope Agbelusi,"“Remember diamonds are created under pressure so hold on, it will be your time to shine soon.”",13,"['diamond,', 'diamonds-in-the-rough,', 'hope,', 'hope-quotes,', 'hopeful-and-encouraging,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'knowledge,', 'life,', 'life-lessons,', 'motivational,', 'motivational-inspirational,', 'motivational-quotes,', 'patience-and-timing,', 'patience-quotes,', 'pressure,', 'quotes,', 'quotes-about-life,', 'quotes-to-live-by,', 'shine,', 'shine-your-light,', 'shine-your-light-quotes,', 'success,', 'truth']"
21,Amit Kalantri,"“Never stop acquiring the commonsense, it is as good as the knowledge.”",12,"['acquire,', 'acquiring,', 'alike,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'as-good-as,', 'clever,', 'common-knowledge,', 'common-sense,', 'common-sense-quotes,', 'commonsense,', 'comparable,', 'compare,', 'comparison,', 'distinguish,', 'general-sense,', 'genius,', 'geniuses,', 'human,', 'humans,', 'indifferentiable,', 'indistinguishable,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'knowledge,', 'knowledge-quotes,', 'knowledgeable,', 'motivation,', 'motivational,', 'motivational-quotes,', 'never,', 'never-quotes,', 'philosophy,', 'same,', 'similar,', 'stop,', 'stopping,', 'wisdom,', 'wisdom-quotes']"
22,"Jesikah Sundin,",“Feelings are real. They often become one’s reality. But they are not always based on truth.”,8,"['elements,', 'feelings,', 'fillion,', 'jesikah-sundin,', 'leaf,', 'motivational,', 'reality,', 'self-image,', 'self-worth,', 'the-biodome-chronicles,', 'truth,', 'worth']"
23,"Dave Pelzer,","“Whatever you do, do something positive.”",8,"['inspirational,', 'motivational,', 'positive']"
24,"Criss Jami,","“You can perhaps, in a number of circumstances, tell yourself that you can't have more than you have until you do better than you're doing, but by all means steer clear of its reverse, the creed of defeat, in saying that you can't do better than you're doing until you can have more than you have.”",8,"['action,', 'adversity,', 'better,', 'boost,', 'boost-your-self-esteem,', 'business,', 'circumstances,', 'confidence,', 'contentment,', 'creed,', 'defeat,', 'development,', 'discipline,', 'discouragement,', 'do,', 'empowerment,', 'encouragement,', 'failure,', 'hard-work,', 'have,', 'here-and-now,', 'inspirational,', 'loser,', 'money,', 'motivational,', 'negativity,', 'now,', 'now-is-the-time,', 'opportunity,', 'perseverance,', 'poor,', 'positivity,', 'poverty,', 'reverse,', 'rock-bottom,', 'self-esteem,', 'skill,', 'sports,', 'started-from-the-bottom,', 'success,', 'suffering,', 'victory,', 'winner,', 'work']"
25,"Gordana Biernat,",“A belief is simply a thought that seems true to YOU.”,8,"['beliefs,', 'change,', 'creation,', 'desires,', 'dreams,', 'focus,', 'frequency,', 'inspirational,', 'life,', 'motivational,', 'observe,', 'oneness,', 'reality,', 'strength,', 'success,', 'vibration']"
26,Stephen Richards,"“Jedi act with confidence, move with confidence, and breathe with confidence. Jedi possess a confident calmness in their looks, attitude and",7,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
27,"AVA.,",“hold company with yourself so sacred,7,"['alone,', 'empowering,', 'inspirational,', 'love,', 'motivational,', 'poems,', 'poetry,', 'prose,', 'qotd,', 'quotes,', 'sacred,', 'solitude,', 'wisdom']"
28,"Gordana Biernat,","“We do not observe reality, we observe our REACTIONS to it.",7,"['change,', 'creation,', 'desires,', 'dreams,', 'focus,', 'frequency,', 'inspirational,', 'life,', 'motivational,', 'observe,', 'oneness,', 'reality,', 'strength,', 'vibration']"
29,"Jazalyn,",“In what world,7,"['hope,', 'inspirational,', 'life,', 'life-lessons,', 'love,', 'motivational,', 'poetry,', 'romance,', 'truth,', 'wisdom']"
0,Lorii Myers,"“The power behind taking responsibility for your actions lies in putting an end to negative thought patterns. You no longer dwell on what went wrong or focus on whom you are going to blame. You don't waste time building roadblocks to your success. Instead, you are set free and can now focus on succeeding.”",120,"['inspirational,', 'motivational,', 'personal-responsibility,', 'positive-thinking,', 'self-improvement,', 'success']"
1,"Stephen Richards,",“Positive belief in yourself will give you the energy needed to conquer the world and this belief is the power behind all creation.”,65,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
2,"Mary Shelley,",“A mind of moderate capacity which closely pursues one study must infallibly arrive at great proficiency in that study.”,62,"['motivational,', 'study']"
3,Orison Swett Marden,“Believe with all your heart that you will do what you were made to do.”,53,"['inspirational,', 'motivational']"
4,Kelly A. Morgan,"“Changes are inevitable and not always controllable. What can be controlled is how you manage, react to and work through the change process.”",51,"['challenges,', 'change-management,', 'inspirational,', 'motivational']"
5,"Steve  Pemberton,","“When a human lighthouse sees you in the midst of your storm, it points you toward safety and protection. In doing so, it also sends you and uncompromising message of belief: Yes, the situation is difficult, but you are not alone. I’m standing right here with you, and I know the way home.”",41,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
6,John Paul Warren,“A true dreamer is one who knows how to navigate in the dark”.”,36,"['central-chritian-church,', 'church,', 'conferences,', 'john-paul,', 'john-paul-warren,', 'leaders,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastor-john-warren,', 'pastors,', 'sozo,', 'sozo-life,', 'speakers,', 'voice-of-the-nations']"
7,"Stephen Richards,","“Though money cannot acquire you happiness, it does not mean that both money and happiness cannot exist together.”",34,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
8,Liza Wiemer,“Perseverance is the act of true role models and heroes.”,32,"['determination,', 'hard-work,', 'hero,', 'heroes,', 'inspiration,', 'motivational,', 'perseverance,', 'role-model,', 'role-models']"
9,"Steve  Pemberton,","“When someone we know is afraid of judgment, we can provide a safe haven for their hopes by telling them first and foremost that we are proud of their efforts.”",30,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
10,"Steve Maraboli,",“You have had a dream for so many years. Let today be the day you make a plan for it. Just think about how much more likely you are to hit your target when you finally aim at it.”,28,"['action,', 'dreams,', 'goals,', 'motivational,', 'plans,', 'success,', 'target']"
11,"Kevin Ngo,","“If you don't make the time to work on creating the life you want, you're eventually going to be forced to spend a LOT of time dealing with a life you don't want.”",28,"['inspirational,', 'inspirational-quotes,', 'life,', 'motivation,', 'motivational,', 'reality,', 'time']"
12,Jennifer DeLucy,"“How many of us stop short of success on purpose? How many of us sabotage our own happiness because failure, while miserable, is a fear we're familiar with? Success, however, dreams come true, are a whole new kind of terrifying, an entire new species of responsibilities and disillusions, requiring a new way to think, act and become. Why do we REALLY quit? Because it's hopeless? Or because it's possible...”",27,"['failure,', 'fear-of-failure,', 'fear-of-unknown,', 'giving-up,', 'inspirational,', 'motivational,', 'success,', 'successful-living']"
13,Stephen Richards,"“Winning is great, but if it's not enough then then you'll never have enough!”",25,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
14,"Stephen Richards,",“Whatever belief we have actually stems from the thankfulness that we feel and this feeling further attracts more happy feelings towards us.”,24,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
15,"Lorii Myers,",“Once you figure out what you want in life—expect nothing less.”,21,"['inspirational,', 'life,', 'make-it-happen,', 'motivational,', 'success']"
16,"Ifeanyi Enoch Onuoha,","“When something poses as obstacle to you,surmount it and use it as a miracle to move on to greater height.”",20,"['anyaele-sam-chiyson,', 'conqueror,', 'ifeanyi-enoch-onuoha,', 'inspirational,', 'life,', 'living,', 'miracle,', 'motivational,', 'obstacle,', 'ogwo-david-emenike,', 'overcome,', 'overcomer,', 'winner']"
17,"Steve Maraboli,","“Once you understand how powerful you are within, you exponentially increase the power and potentiality of everything outside of you.”",19,"['inspirational,', 'life,', 'motivational,', 'self-power,', 'success']"
18,Destiny Booze,"“The madder it makes you, the harder you need to laugh at it.”",18,"['anger,', 'emotions,', 'inspirational,', 'motivational']"
19,"Stephen Richards,","“Your self-confidence is simply the part of your brain that tells you whether or not you should try something different or new or believe in yourself, and just as a Jedi truly believes that it is within their power to control their thoughts and stay in the Light, so can you.”",17,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence-image,', 'self-help']"
20,Steve Maraboli,“We can’t continuously be a society of well-wishers. We must take action to bring those wishes to fruition.”,14,"['action,', 'fruition,', 'motivational,', 'society,', 'success,', 'wishing']"
21,"Steve Maraboli,","“Do the best you can, with what you can, while you can, and success in inevitable.”",13,"['do-your-best,', 'inspirational,', 'life,', 'motivational,', 'success']"
22,"ياسر حارب,",“أعْجَزُ الناس المتشائمون وأقلّهم حظاً أقلّهم أملا”,13,['motivational']
23,Brittany Burgunder,“Recovery is full of ups and downs.,13,"['eating-disorder-recovery,', 'eating-disorders,', 'inspirational-quotes,', 'life-lessons,', 'mental-health,', 'motivational,', 'recovery,', 'recovery-inspiration,', 'recovery-quotes,', 'setbacks']"
24,John Paul Warren,“One should measure their life by the faith they embrace and the relationships they cherish”,12,"['austin-texas,', 'central-christian-church,', 'john-paul-warren,', 'leadership,', 'motivational,', 'sozo-life,', 'spiritual,', 'the-refuge-austin,', 'voice-of-the-nations']"
25,"Steve Maraboli,","“How would your life be different if...You could control the outcome of your day, your week, your year? Let today be the day...You embrace the truth that you DO have such control to label every event in your life, and create an agreement with reality that empowers you and propels you to greatness.”",12,"['agreement-with-reality,', 'control,', 'empowerment,', 'greatness,', 'inspirational,', 'label,', 'life,', 'motivational,', 'truth,', 'week,', 'year']"
26,"Jolene Stockman,","“You’ve got one life, one shot, and all the power to make it happen. Get ready to dream big and live big. It’s all up to you. And it starts now.”",11,"['inspirational,', 'motivational']"
27,Steve Maraboli,"“Success is something you experience when you act accordingly. Success is not something you have, it’s something you do.”",10,"['action,', 'life,', 'motivational,', 'succeed,', 'success']"
28,"ياسر حارب,",“المبدعون لا يُبهروننا فقط ولكنهم يمنحوننا الأمل ويُجددون الطاقات المكبوتة بداخلنا فَهُم الشموع التي تُبدد الظلام ولا تلعنه”,10,['motivational']
29,"Ogwo David Emenike,","“Like love, like talent, like any other virtue, like anything else in this life, happiness needs to be nurtured - this is the truth of the whole matter.”",9,"['happiness,', 'happy,', 'inspirational,', 'love,', 'motivational,', 'talent,', 'virtue']"
0,"Steve Maraboli,",“The world is my church. My actions are my prayer. My behavior is my creed.”,42,"['actions,', 'behavior,', 'church,', 'creed,', 'inspirational,', 'motivational,', 'prayer,', 'steve-maraboli,', 'world']"
1,John Paul Warren,“I have learned that the harder you fall…the higher you bounce!”,34,"['central-christian-church,', 'conferences,', 'crusades,', 'eeaders,', 'inspirational,', 'john-paul,', 'john-paul-warre,', 'leadership,', 'motivational,', 'pastor,', 'pastor-john-paul-warren,', 'pastor-john-warren,', 'pastors,', 'sozo,', 'sozo-life']"
2,"Stephen Richards,",“A barrier is a limitation only when you perceive it as one.”,34,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
3,"Steve Maraboli,","“Today, you have the opportunity to transcend from a disempowered mindset of existence to an empowered reality of purpose-driven living. Today is a new day that has been handed to you for shaping. You have the tools, now get out there and create a masterpiece.”",28,"['create,', 'disempowered,', 'existence,', 'inspirational,', 'living,', 'masterpiece,', 'mindset,', 'motivational,', 'opportunity,', 'purpose-driven,', 'reality,', 'shaping,', 'today,', 'tools,', 'transcend']"
4,J.R.R. Tolkien,"“A great dread fell on him, as if he was awaiting the pronouncement of some doom that he had long foreseen and vainly hoped might after all never be spoken. An overwhelming longing to rest and remain at peace by Bilbo's side in Rivendell filled all his heart. At last with an effort he spoke, and wondered to hear his own words, as if some other will was using his small voice.",26,"['frodo,', 'inspirational,', 'lord-of-the-rings,', 'middle-earth,', 'motivational,', 'tolkien,', 'vocation']"
5,"Stephen Richards,",“Have faith in the universe and its capability to lead you to the path of abundance.”,25,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
6,"ياسر حارب,",“الانشغال بالألم هو توقّفٌ مؤقَتٌ عن الحياة وهو إقحامٌ ساذج للعجز في عقولنا والعظماء فقط من يرون في الألم أكبر دافع للمقاومة”,21,['motivational']
7,"Brad Alan Lewis,","“Pain? Yes, of course. Racing without pain is not racing. But the pleasure of being ahead outweighed the pain a million times over. To hell with the pain. What's six minutes of pain compared to the pain they're going to feel for the next six months or six decades. You never forget your wins and losses in this sport. YOU NEVER FORGET.”",17,"['motivational,', 'rowing,', 'sports']"
8,John Paul Warren,“Coming to the END of MYSELF and all SELF effort...seems to be the very point that God steps in and shows HIMSELF to be more than ENOUGH.”,17,"['bible,', 'church,', 'inspirational,', 'john-paul,', 'john-paul-warren,', 'john-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastors,', 'religious,', 'speakers,', 'spiritual']"
9,Jasz  Gill,"“Dear Fellow Human Being,",17,"['breakups,', 'dear,', 'free,', 'freedom,', 'freedom-of-speech,', 'humanity,', 'indian-authors,', 'individuality,', 'inspirational-quotes,', 'jaszgill,', 'love-quotes,', 'motivational,', 'self-esteem,', 'selflove,', 'success,', 'wild,', 'words-of-wisdom']"
10,"Santosh Avvannavar,",“A story meant to motivate all and sundry irrespective of their circumstances”,15,"['identity,', 'inspirational,', 'motivational,', 'she,', 'she-male']"
11,"Stephen Richards,",“Choice forms the divider which is responsible for the formation of all futures that can be possible.”,14,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
12,Courtney Love,“I want every girl in the world to pick up a guitar and start screaming.”,14,"['courtney-love,', 'motivational,', 'music']"
13,"Zoltan Andrejkovics,",“Always have a 'Plan C”,14,"['inspiring,', 'motivational,', 'sports,', 'team']"
14,"Caryn Sullivan,","“In the face of adversity, we have a choice.",14,"['inspirational,', 'inspirational-quotes,', 'life,', 'life-lessons,', 'motivational,', 'motivational-quotes,', 'resilience']"
15,"Steve Maraboli,",“An empowered life begins with serious personal questions about oneself. Those answers bare the seeds of success.”,13,"['empowered,', 'inspirational,', 'life,', 'motivational,', 'questions,', 'seeds,', 'success']"
16,"Stephen Richards,","“On the other hand, if the future is not the one you chose then you may have to use your willpower to obtain the future of your liking.”",13,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
17,Steven Aitchison,"“Most people know the physical senses, but a lot of people don’t know the soul’s senses: empathy, trust, intuition, love and harmony”",13,"['inspirational,', 'motivational,', 'steven-aitchison']"
18,"ياسر حارب,",“قد لا يفارقك الألم ولكنك تستطيع أن تفارقه”,12,['motivational']
19,"Steve Maraboli,","“It is in the balancing of your spirituality with your humanity that you will find immeasurable happiness, success, good health, and love.”",12,"['happiness,', 'health,', 'humanity,', 'inspirational,', 'life,', 'love,', 'motivational,', 'spirituality,', 'success']"
20,"Santosh Avvannavar,","“Forgive to forget, do not forget to forgive”",12,"['inspirational,', 'motivational,', 'self-help']"
21,"Abhijit Naskar,","“For self-educated scientists and thinkers such as Charles Darwin, Srinivasa Ramanujan, Leonardo-da-Vinci, Michael Faraday, myself and many others, education is a relentless voyage of discovery. To us education is an everlasting quest for knowledge and wisdom.”",12,"['autodidact,', 'autodidactism,', 'autodidacts,', 'brainy-quotes,', 'da-vinci,', 'darwin,', 'dropout,', 'education,', 'faraday,', 'inspirational,', 'inspiring,', 'knowledge,', 'leadership,', 'motivational,', 'naskar,', 'ramanujan,', 'self-education,', 'wisdom']"
22,Jayson Engay,"“Don't get too deep, it leads to over thinking, and over thinking leads to problems that don't even exist in the first place.”",12,"['deep-thoughts,', 'facts,', 'facts-of-life,', 'motivational,', 'overthinking,', 'problems']"
23,"K.J. Parker,","“If the world is a book, are you the hero, or just a walk-on part?”",11,['motivational']
24,"Rae Carson,","“One thing I have learned from many years of watching my father is that some people, the best ones, are motivated more by the chance to prove themselves than by a command to serve. It is the work itself that calls them onward, especially if they believe they are the only ones who can do it.”",11,"['chance,', 'drive,', 'motivational,', 'prove-yourself,', 'work']"
25,Santosh Avvannavar,"“A cord that remains, always. in many ways...”",10,"['inspirational,', 'motivational,', 'self-help']"
26,Nicole  Rae,"“When life's got you down, keep your head up... you can't see the ground anyway”",9,"['blind,', 'blindness,', 'humor,', 'inspirational,', 'motivational,', 'visual-impairment']"
